Новый лист	Абӷьыц ҿыц
Из файла	Афаил аҟынтәи
Таблицы в файле	Атаблицақәа афаил аҟны
Связь с файлом	Азхьарԥш
столбец	аиҵагыла
Объединить ячейки	Еидҵатәуп абларҭақәа
_Переместить	_Ииагатәуп
_Копировать	_Акопиа ахыхтәуп
Действие	Аҟаҵара
- создать документ -	- иаԥҵатәуп адокумент -
Размещение	Аҭыԥ
Имя содержит недопустимые символы.	Ахьӡ иаҵанакуеит изымуа асимволқәа.
Новое _имя	Ахьӡ _ҿыц
Интервал:	Аинтервал:
Формулы:	Аформулақәа:
Столбец:	Аиҵагыла:
Строка:	Ацәаҳәа:
Диапазон данных	Адырқәа рдиапазон
Сценарии	Асценари
Документ	Адокумент
_Файл	_Афаил
_Правка	_Ариашара
Стили	Астильқәа
Да_нные	Адырқәа
_Вставка	Ибжьаргылатәуп
_Вид	Ахәаԥшра
Абзац	Абзац
Группа	Агәыԥ
Акцент 1	Акцент 1
Акцент 2	Акцент 2
Акцент 3	Акцент 3
Ошибка	Агха
Примечание	Азгәаҭа
Справка	Аилыркаага
Ячейки	Абларҭақәа
_Цвет	_Аԥштәы
_Язык	_Абызшәа
Медиа	Амедиа
Врезка	Афреим
Гиперссылка	Агиперзхьарԥш
Стандарт	Астандарт
Заголовок 1	Ахы 1
Заголовок 2	Ахы 2
Файл	Афаил
Влево	Арымарахь
По центру	Ацентр ала
Вправо	Арыӷьарахь
Условные	Аҭагылазаашьа
Cнизу	Ҵаҟала
Фигуры	Афигурақәа
Связи	Аимадарақәа
Сбросить	Еиҭашьақәыргылатәуп
Правка контура	Аконтур ариашара
Итерации	Аитерациақәа
Минимальное изменение:	Иминималу аԥсахра:
Изменения:	Аԥсахрақәа:
Удаления:	Аныхрақәа:
По умолчанию	Астандарт
Как в OpenOffice.org	OpenOffice.org аҟнеиԥш
Количество листов в новом документе:	Адокумент ҿыц аҟны абӷьыцқәа рхыԥхьаӡара:
Новая электронная таблица	Аелектронттә таблица ҿыц
Печатать только выбранные листы	Икьыԥхьтәуп иалху абӷьыц мацарақәа
Синтаксис формулы:	Аформула асинтаксис:
Параметры формулы	Аформула апараметрқәа
Excel 2007 и новее:	Excel 2007 -и иаҳа иҿыцуи:
Пересчитывать при загрузке файла	Еиҭаԥхьаӡалатәуп афаил аҭагалараан
Подробности...	Хәҭа-хәҭала
Разделители	Аиҟәшагақәа
Добавить:	Иацҵатәуп:
Списки	Ахьӡынҵақәа
Табуляция	Атабулиациа
Стиль ячейки	Абларҭа астиль
Операции	Аоперациақәа
Значения и форматы	Аҵакқәеи аформатқәеи
Параметры...	Апараметрқәа...
Особое	Ахархәаҩ итип 1
ИЛИ	МА
Операция	Аоперациа
Имя поля	Аҭакыра ахьӡ
Условие	Аҭагылазаашьа
Изменение диапазонов печати	Акьыԥхьра адиапазон аԥсахра
- выделение -	- алкаара -
Защитить лист	Ихьчатәуп абӷьыц
Выбирать защищённые ячейки	Иалхлатәуп ихьчоу абларҭақәа
Удалить столбцы	Ианыхтәуп аиҵагылақәа
Удалить строки	Ианыхтәуп ацәаҳәақәа
Вставить столбцы	Ибжьаргылатәуп аиҵагылақәа
Вставить строки	Ибжьаргылатәуп ацәаҳәа
Выбирать незащищённые ячейки	Иалхлатәуп ихьчам абларҭақәа
...	...
Пароли должны совпадать	Ажәамаӡақәа еиқәшәозароуп
Настройки	Архиарақәа
Свойства...	Аҷыдаҟазшьақәа...
Метрики	Аметрикақәа
Обновлять связи при открытии	Ирҿыцлатәуп азхьарԥшқәа раартраан
Вниз	Алада
Выбор источника данных	Адырқәа рхыҵхырҭа алхра
База данных:	Адырқәа рбаза:
Таблица	Атаблица
Запрос	Азыҳәара
SQL	SQL
Источник данных:	Адырқәа рхыҵхырҭа:
Диапазоны	Адиапазонқәа
Выбрать источник	Иалхтәуп ахыҵхырҭа
Текущее выделение	Уажәтәи алкаара
Совместное использование	Еиқәырхатәуп адокумент
Введите имя объекта	Иҭажәгал аобиеқт ахьӡ
Номер первой страницы:	Актәи адаҟьа аномер:
Порядок страниц	Адаҟьақәа реишьҭагылашьа
Страниц по ширине:	Адаҟьақәа ҭбаарыла:
Страниц по высоте:	Адаҟьақәа ҳаракырала:
Количество страниц:	Адаҟьақәа рхыԥхьаӡара:
Масштаб	Амасштаб
Скрытые листы	Иҵәаху абӷьыцқәа
Выбор угла поворота.	Агьежьра акәакь алхра.
