Абӷьыц ҿыц	Новый лист
Афаил аҟынтәи	Из файла
Атаблицақәа афаил аҟны	Таблицы в файле
Азхьарԥш	Связь с файлом
аиҵагыла	столбец
Еидҵатәуп абларҭақәа	Объединить ячейки
_Ииагатәуп	_Переместить
_Акопиа ахыхтәуп	_Копировать
Аҟаҵара	Действие
- иаԥҵатәуп адокумент -	- создать документ -
Аҭыԥ	Размещение
Ахьӡ иаҵанакуеит изымуа асимволқәа.	Имя содержит недопустимые символы.
Ахьӡ _ҿыц	Новое _имя
Аинтервал:	Интервал:
Аформулақәа:	Формулы:
Аиҵагыла:	Столбец:
Ацәаҳәа:	Строка:
Адырқәа рдиапазон	Диапазон данных
Асценари	Сценарии
Адокумент	Документ
_Афаил	_Файл
_Ариашара	_Правка
Астильқәа	Стили
Адырқәа	Да_нные
Ибжьаргылатәуп	_Вставка
Ахәаԥшра	_Вид
Абзац	Абзац
Агәыԥ	Группа
Акцент 1	Акцент 1
Акцент 2	Акцент 2
Акцент 3	Акцент 3
Агха	Ошибка
Азгәаҭа	Примечание
Аилыркаага	Справка
Абларҭақәа	Ячейки
_Аԥштәы	_Цвет
_Абызшәа	_Язык
Амедиа	Медиа
Афреим	Врезка
Агиперзхьарԥш	Гиперссылка
Астандарт	Стандарт
Ахы 1	Заголовок 1
Ахы 2	Заголовок 2
Афаил	Файл
Арымарахь	Влево
Ацентр ала	По центру
Арыӷьарахь	Вправо
Аҭагылазаашьа	Условные
Ҵаҟала	Cнизу
Афигурақәа	Фигуры
Аимадарақәа	Связи
Еиҭашьақәыргылатәуп	Сбросить
Аконтур ариашара	Правка контура
Аитерациақәа	Итерации
Иминималу аԥсахра:	Минимальное изменение:
Аԥсахрақәа:	Изменения:
Аныхрақәа:	Удаления:
Астандарт	По умолчанию
OpenOffice.org аҟнеиԥш	Как в OpenOffice.org
Адокумент ҿыц аҟны абӷьыцқәа рхыԥхьаӡара:	Количество листов в новом документе:
Аелектронттә таблица ҿыц	Новая электронная таблица
Икьыԥхьтәуп иалху абӷьыц мацарақәа	Печатать только выбранные листы
Аформула асинтаксис:	Синтаксис формулы:
Аформула апараметрқәа	Параметры формулы
Excel 2007 -и иаҳа иҿыцуи:	Excel 2007 и новее:
Еиҭаԥхьаӡалатәуп афаил аҭагалараан	Пересчитывать при загрузке файла
Хәҭа-хәҭала	Подробности...
Аиҟәшагақәа	Разделители
Иацҵатәуп:	Добавить:
Ахьӡынҵақәа	Списки
Атабулиациа	Табуляция
Абларҭа астиль	Стиль ячейки
Аоперациақәа	Операции
Аҵакқәеи аформатқәеи	Значения и форматы
Апараметрқәа...	Параметры...
Ахархәаҩ итип 1	Особое
МА	ИЛИ
Аоперациа	Операция
Аҭакыра ахьӡ	Имя поля
Аҭагылазаашьа	Условие
Акьыԥхьра адиапазон аԥсахра	Изменение диапазонов печати
- алкаара -	- выделение -
Ихьчатәуп абӷьыц	Защитить лист
Иалхлатәуп ихьчоу абларҭақәа	Выбирать защищённые ячейки
Ианыхтәуп аиҵагылақәа	Удалить столбцы
Ианыхтәуп ацәаҳәақәа	Удалить строки
Ибжьаргылатәуп аиҵагылақәа	Вставить столбцы
Ибжьаргылатәуп ацәаҳәа	Вставить строки
Иалхлатәуп ихьчам абларҭақәа	Выбирать незащищённые ячейки
...	...
Ажәамаӡақәа еиқәшәозароуп	Пароли должны совпадать
Архиарақәа	Настройки
Аҷыдаҟазшьақәа...	Свойства...
Аметрикақәа	Метрики
Ирҿыцлатәуп азхьарԥшқәа раартраан	Обновлять связи при открытии
Алада	Вниз
Адырқәа рхыҵхырҭа алхра	Выбор источника данных
Адырқәа рбаза:	База данных:
Атаблица	Таблица
Азыҳәара	Запрос
SQL	SQL
Адырқәа рхыҵхырҭа:	Источник данных:
Адиапазонқәа	Диапазоны
Иалхтәуп ахыҵхырҭа	Выбрать источник
Уажәтәи алкаара	Текущее выделение
Еиқәырхатәуп адокумент	Совместное использование
Иҭажәгал аобиеқт ахьӡ	Введите имя объекта
Актәи адаҟьа аномер:	Номер первой страницы:
Адаҟьақәа реишьҭагылашьа	Порядок страниц
Адаҟьақәа ҭбаарыла:	Страниц по ширине:
Адаҟьақәа ҳаракырала:	Страниц по высоте:
Адаҟьақәа рхыԥхьаӡара:	Количество страниц:
Амасштаб	Масштаб
Иҵәаху абӷьыцқәа	Скрытые листы
Агьежьра акәакь алхра.	Выбор угла поворота.
