аҿатә уасиаҭ	новый завет
Асаби иакәзар, изҳауан, доуҳала дыӷәӷәахон, ацәҳәырақәа дырхын Израил ашҟа данцәырҵшаз аҽнынӡа.	Младенец же возрастал и укреплялся духом, и был в пустынях до дня явления своего Израилю.
Убарҭ амшқәа раан акьесар Август адҵа ҟаиҵеит адгьыл ауааԥсыра зегьы ашәҟәы иҭарыҩразы.	В те дни вышло от кесаря Августа повеление сделать перепись по всей земле.
Ари Квирини Сириа данахылаԥшуаз аамҭазы раԥхьатәи шәыҟәҭаҩроуп.	Эта перепись была первая в правление Квириния Сириею.
Зегьы шәыҟәҽанҵара рҿынархеит, доусы иқалақь ашҟа дцон.	И пошли все записываться, каждый в свой город.
Иосифгьы Галилеитәи ақалақь Назаретынтә Иудеиаҟа, Давид иқалақь Вифлеемҟа дҩеит, избан акәзар уи Давид иҩнреи ишьҭреи ирхылҵыз иакәын,	Пошел также и Иосиф из Галилеи, из города Назарета, в Иудею, в город Давидов, называемый Вифлеем, потому что он был из дома и рода Давидова,
Изҳәаз аԥҳәыс, зцәазтәымкәа иҟаз Мариа диманы, аҽанҵаразы.	записаться с Мариею, обрученною ему женою, которая была беременна.
Убра ианыҟаз аамҭазы Лара лыхшароура аамҭа ааин,	Когда же они были там, наступило время родить Ей,
Длоуит аԥхьахшаа Лԥа, Уи акәырша дылаҳәаны аҽыхәчара дҭалҵеит, избан акәзар асасааирҭаҿ урҭ рзы аҭыԥ ыҟамызт.	и родила Сына своего Первенца, и спеленала Его, и положила Его в ясли, потому что не было им места в гостинице.
Убри атәылаҟны иҟан адәаҿы иԥхьауаз ахьшьцәа, урҭ рырахә рзы уахынлатәи ахьчаҩцәа аанкыланы ирыман.	В той стране были на поле пастухи, которые содержали ночную стражу у стада своего.
Ус, иаалырҟьаны, урҭ раԥхьа Иҳақәиҭу Имаалықь даагылт, Иҳақәиҭу идурагьы аарықәыҷҷеит, ӷәӷәалаӡагьы ишәаӡыӡеит.	Вдруг предстал им Ангел Господень, и слава Господня осияла их, и убоялись страхом великим.
Амаалықь абас аиԥш реиҳәоит: шәымшәан, ауаа зегьы ирзыҟалараны иҟоу агәырӷьара шәсырдыруеит:	И сказал им Ангел: не бойтесь, я возвещаю вам великую радость, которая будет всем людям:
Избан акәзар Давид иқалақь аҟны иахьа шәара шәзы диит Аҿыхҩы, Уи Христос Иҳақәиҭу иоуп,	ибо ныне родился вам в городе Давидовом Спаситель, Который есть Христос Господь,
Абар шәара шәзы адыргагьы: шәара Асаби икәырша дылаҳәаны аҽыхәчараҿ дыжәбоит.	и вот вам знак: вы найдете Младенца в пеленах, лежащего в яслях.
Абри аамҭазы, иаразнак, Амаалықь иццәырҵит ҵҩа змамыз жәҩан ахьтәи ар, Анцәа абас аиԥш бжьы ҭгала дырдууа:	И внезапно явилось с Ангелом многочисленное воинство небесное, славящее Бога и взывающее:
